Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Egan-Jones Ratings Company,"ADVANCE AUTO PARTS, INC.",A-,21-02-2014,1158449,1,5531,Shops,AAP,1.4429,0.4098,0.6949,50.0807,10.1684,10.1684,13.3683,9.6461,6.019,1.167,25.8381,30.9324,7.04,15.2502,-1.8257,-0.6499
Egan-Jones Ratings Company,"ADVANCE AUTO PARTS, INC.",A-,18-06-2014,1158449,1,5531,Shops,AAP,1.4429,0.4098,0.6949,50.0807,10.1684,10.1684,13.3683,9.6461,6.019,1.167,25.8381,30.9324,7.04,15.2502,-1.8257,-0.6499
Egan-Jones Ratings Company,"ADVANCE AUTO PARTS, INC.",A-,02-09-2014,1158449,1,5531,Shops,AAP,1.4429,0.4098,0.6949,50.0807,10.1684,10.1684,13.3683,9.6461,6.019,1.167,25.8381,30.9324,7.04,15.2502,-1.8257,-0.6499
Egan-Jones Ratings Company,"ADVANCE AUTO PARTS, INC.",A-,18-12-2014,1158449,1,5531,Shops,AAP,1.4429,0.4098,0.6949,50.0807,10.1684,10.1684,13.3683,9.6461,6.019,1.167,25.8381,30.9324,7.04,15.2502,-1.8257,-0.6499
Moody's Investors Service,AECOM,BB-,06-08-2014,868857,0,8711,Other,ACM,1.525,0.3443,0.5657,5.519,4.6237,4.6237,5.7815,4.1182,2.9342,1.4391,11.7254,135.7189,4.2925,7.6884,0.1346,0.1854
Standard & Poor's Ratings Services,AECOM,BB-,08-08-2014,868857,0,8711,Other,ACM,1.525,0.3443,0.5657,5.519,4.6237,4.6237,5.7815,4.1182,2.9342,1.4391,11.7254,135.7189,4.2925,7.6884,0.1346,0.1854
Standard & Poor's Ratings Services,AECOM,BB-,20-10-2014,868857,0,8711,Other,ACM,1.3984,0.2925,0.4418,4.8245,4.2227,4.2227,5.3642,3.7669,2.7505,1.3647,10.2427,95.043,3.8012,7.2466,-0.3528,-0.4786
Moody's Investors Service,AECOM,BB-,23-10-2014,868857,0,8711,Other,ACM,1.3984,0.2925,0.4418,4.8245,4.2227,4.2227,5.3642,3.7669,2.7505,1.3647,10.2427,95.043,3.8012,7.2466,-0.3528,-0.4786
Egan-Jones Ratings Company,AIR PRODUCTS AND CHEMICALS,A,30-01-2014,2969,1,2810,Chems,APD,1.0655,0.4126,0.8715,26.6031,13.0093,13.0093,21.9186,13.2647,9.7658,0.5703,14.4814,21.5937,5.8403,8.5066,-0.9056,-0.9967
Egan-Jones Ratings Company,AIR PRODUCTS AND CHEMICALS,A,14-05-2014,2969,1,2810,Chems,APD,1.0655,0.4126,0.8715,26.6031,13.0093,13.0093,21.9186,13.2647,9.7658,0.5703,14.4814,21.5937,5.8403,8.5066,-0.9056,-0.9967
Egan-Jones Ratings Company,AIR PRODUCTS AND CHEMICALS,A,23-07-2014,2969,1,2810,Chems,APD,1.0655,0.4126,0.8715,26.6031,13.0093,13.0093,21.9186,13.2647,9.7658,0.5703,14.4814,21.5937,5.8403,8.5066,-0.9056,-0.9967
Egan-Jones Ratings Company,AIR PRODUCTS AND CHEMICALS,A,18-11-2014,2969,1,2810,Chems,APD,1.112,0.3908,0.8135,26.9097,12.8279,12.8279,21.9944,13.0798,9.5,0.5872,13.2422,17.5714,5.6021,8.0675,2.8614,3.6719
Egan-Jones Ratings Company,ALBANY INTERNATIONAL CORP.,BBB-,16-04-2014,819793,1,2221,NoDur,AIN,2.1734,0.3234,0.6479,40.134,-5.8002,-5.8002,2.5099,-8.9844,4.0709,0.6579,-8.276,-9.8147,-3.531,-5.5996,-2.25,-2.5159
Egan-Jones Ratings Company,ALBANY INTERNATIONAL CORP.,BBB-,04-06-2014,819793,1,2221,NoDur,AIN,2.1734,0.3234,0.6479,40.134,-5.8002,-5.8002,2.5099,-8.9844,4.0709,0.6579,-8.276,-9.8147,-3.531,-5.5996,-2.25,-2.5159
Egan-Jones Ratings Company,ALBANY INTERNATIONAL CORP.,BBB-,11-09-2014,819793,1,2221,NoDur,AIN,2.1734,0.3234,0.6479,40.134,-5.8002,-5.8002,2.5099,-8.9844,4.0709,0.6579,-8.276,-9.8147,-3.531,-5.5996,-2.25,-2.5159
Egan-Jones Ratings Company,ALBEMARLE CORPORATION,BBB-,23-09-2014,915913,1,2810,Chems,ALB,3.6553,0.2622,0.3619,35.6804,15.8697,15.8697,19.8004,14.6165,12.3667,0.7329,16.8657,20.8798,9.4797,12.4435,0.1127,-0.9299
Egan-Jones Ratings Company,ALBEMARLE CORPORATION,BBB-,28-10-2014,915913,1,2810,Chems,ALB,3.6553,0.2622,0.3619,35.6804,15.8697,15.8697,19.8004,14.6165,12.3667,0.7329,16.8657,20.8798,9.4797,12.4435,0.1127,-0.9299
Egan-Jones Ratings Company,ALLEGHENY TECHNOLOGIES,B+,27-01-2014,1018963,0,3350,Manuf,ATI,2.8808,0.3612,0.5721,13.4029,6.5118,6.5118,10.6688,4.9776,3.3941,0.747,6.1807,8.6573,2.5593,3.9481,1.0606,0.2552
Egan-Jones Ratings Company,ALLEGHENY TECHNOLOGIES,B+,06-05-2014,1018963,0,3350,Manuf,ATI,2.8808,0.3612,0.5721,13.4029,6.5118,6.5118,10.6688,4.9776,3.3941,0.747,6.1807,8.6573,2.5593,3.9481,1.0606,0.2552
Egan-Jones Ratings Company,ALLEGHENY TECHNOLOGIES,B,25-07-2014,1018963,0,3350,Manuf,ATI,2.8808,0.3612,0.5721,13.4029,6.5118,6.5118,10.6688,4.9776,3.3941,0.747,6.1807,8.6573,2.5593,3.9481,1.0606,0.2552
Egan-Jones Ratings Company,ALLEGHENY TECHNOLOGIES,B,23-10-2014,1018963,0,3350,Manuf,ATI,2.8808,0.3612,0.5721,13.4029,6.5118,6.5118,10.6688,4.9776,3.3941,0.747,6.1807,8.6573,2.5593,3.9481,1.0606,0.2552
Standard & Poor's Ratings Services,ALLETE Inc.,A,14-04-2014,66756,1,4931,Utils,ALE,1.3336,0.4464,0.8267,60.1335,15.1316,15.1316,26.6791,13.099,10.2808,0.2929,7.7966,7.7966,3.0114,4.3159,-0.3572,2.2142
Moody's Investors Service,"ALLETE, Inc.",A+,30-01-2014,66756,1,4931,Utils,ALE,1.3336,0.4464,0.8267,60.1335,15.1316,15.1316,26.6791,13.099,10.2808,0.2929,7.7966,7.7966,3.0114,4.3159,-0.3572,2.2142
Egan-Jones Ratings Company,ALLIANT ENERGY CORP,A-,08-01-2014,352541,1,4931,Utils,LNT,0.9748,0.4842,1.0041,61.1892,16.7943,16.7943,29.3295,13.9021,10.3345,0.2869,10.8649,10.1981,3.1598,5.2606,0.6217,-1.2594
Egan-Jones Ratings Company,ALLIANT ENERGY CORP,A-,25-04-2014,352541,1,4931,Utils,LNT,0.9748,0.4842,1.0041,61.1892,16.7943,16.7943,29.3295,13.9021,10.3345,0.2869,10.8649,10.1981,3.1598,5.2606,0.6217,-1.2594
Egan-Jones Ratings Company,ALLIANT ENERGY CORP,A-,09-06-2014,352541,1,4931,Utils,LNT,0.9748,0.4842,1.0041,61.1892,16.7943,16.7943,29.3295,13.9021,10.3345,0.2869,10.8649,10.1981,3.1598,5.2606,0.6217,-1.2594
Egan-Jones Ratings Company,ALLIANT ENERGY CORP,A-,18-08-2014,352541,1,4931,Utils,LNT,0.9748,0.4842,1.0041,61.1892,16.7943,16.7943,29.3295,13.9021,10.3345,0.2869,10.8649,10.1981,3.1598,5.2606,0.6217,-1.2594
Egan-Jones Ratings Company,ALLIANT ENERGY CORP,A-,19-12-2014,352541,1,4931,Utils,LNT,0.9748,0.4842,1.0041,61.1892,16.7943,16.7943,29.3295,13.9021,10.3345,0.2869,10.8649,10.1981,3.1598,5.2606,0.6217,-1.2594
Egan-Jones Ratings Company,"AMAZON.COM, INC",AA-,28-10-2014,1018724,1,5961,Shops,AMZN,1.0716,0.2467,0.3274,27.2269,1.0006,1.0006,5.3699,0.6796,0.368,1.8539,2.8114,3.8641,0.6823,2.118,2.5468,3.4957
Egan-Jones Ratings Company,AMEREN CORPORATION,BBB+,07-01-2014,1002910,1,4931,Utils,AEE,1.3388,0.4616,0.9099,65.992,20.5501,20.5501,33.2814,14.3401,-16.8483,0.2601,7.7139,8.2308,2.3482,4.1531,-0.8024,-1.6562
Egan-Jones Ratings Company,AMEREN CORPORATION,A,21-03-2014,1002910,1,4931,Utils,AEE,1.3388,0.4616,0.9099,65.992,20.5501,20.5501,33.2814,14.3401,-16.8483,0.2601,7.7139,8.2308,2.3482,4.1531,-0.8024,-1.6562
Egan-Jones Ratings Company,AMEREN CORPORATION,BBB,13-06-2014,1002910,1,4931,Utils,AEE,1.3388,0.4616,0.9099,65.992,20.5501,20.5501,33.2814,14.3401,-16.8483,0.2601,7.7139,8.2308,2.3482,4.1531,-0.8024,-1.6562
Egan-Jones Ratings Company,AMEREN CORPORATION,A,19-08-2014,1002910,1,4931,Utils,AEE,1.3388,0.4616,0.9099,65.992,20.5501,20.5501,33.2814,14.3401,-16.8483,0.2601,7.7139,8.2308,2.3482,4.1531,-0.8024,-1.6562
Egan-Jones Ratings Company,AMEREN CORPORATION,B-,25-08-2014,1002910,0,4931,Utils,AEE,1.3388,0.4616,0.9099,65.992,20.5501,20.5501,33.2814,14.3401,-16.8483,0.2601,7.7139,8.2308,2.3482,4.1531,-0.8024,-1.6562
Egan-Jones Ratings Company,AMEREN CORPORATION,A-,18-12-2014,1002910,1,4931,Utils,AEE,1.3388,0.4616,0.9099,65.992,20.5501,20.5501,33.2814,14.3401,-16.8483,0.2601,7.7139,8.2308,2.3482,4.1531,-0.8024,-1.6562
Egan-Jones Ratings Company,AMERICA MOVIL SAB DE CV,A-,09-07-2014,1129137,1,4812,Telcm,AMX,0.8641,0.6883,2.3316,54.4207,19.6207,19.6207,32.5376,13.401,9.4935,0.7665,35.6548,94.2162,7.311,11.112,-0.1623,-0.2243
Egan-Jones Ratings Company,AMERICA MOVIL SAB DE CV,BBB+,23-07-2014,1129137,1,4812,Telcm,AMX,0.8641,0.6883,2.3316,54.4207,19.6207,19.6207,32.5376,13.401,9.4935,0.7665,35.6548,94.2162,7.311,11.112,-0.1623,-0.2243
Egan-Jones Ratings Company,AMERICA MOVIL SAB DE CV,A-,31-10-2014,1129137,1,4812,Telcm,AMX,0.8641,0.6883,2.3316,54.4207,19.6207,19.6207,32.5376,13.401,9.4935,0.7665,35.6548,94.2162,7.311,11.112,-0.1623,-0.2243
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB,07-01-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB,28-02-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB,02-07-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB+,21-07-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB+,27-07-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB+,01-08-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB+,20-08-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB+,28-08-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BB+,26-11-2014,1062231,0,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN AXLE & MANUFACTURING,BBB-,05-12-2014,1062231,1,3714,Durbl,AXL,1.5125,0.9747,38.4963,14.9253,7.4923,7.4923,13.0109,2.6907,2.8872,1.0594,233.3334,-81.5358,3.1214,5.9077,5.3046,4.8755
Egan-Jones Ratings Company,AMERICAN ELECTRIC POWER,BBB,07-02-2014,4904,1,4911,Utils,AEP,0.7052,0.5113,1.1895,62.4728,19.0536,19.0536,31.4956,14.131,9.9943,0.2626,9.1626,9.2148,2.6126,4.478,0.5685,-0.5298
Egan-Jones Ratings Company,AMERICAN ELECTRIC POWER,BBB,28-05-2014,4904,1,4911,Utils,AEP,0.7052,0.5113,1.1895,62.4728,19.0536,19.0536,31.4956,14.131,9.9943,0.2626,9.1626,9.2148,2.6126,4.478,0.5685,-0.5298
Egan-Jones Ratings Company,AMERICAN ELECTRIC POWER,BBB,14-08-2014,4904,1,4911,Utils,AEP,0.7052,0.5113,1.1895,62.4728,19.0536,19.0536,31.4956,14.131,9.9943,0.2626,9.1626,9.2148,2.6126,4.478,0.5685,-0.5298
Egan-Jones Ratings Company,AMERICAN ELECTRIC POWER,BBB,28-10-2014,4904,1,4911,Utils,AEP,0.7052,0.5113,1.1895,62.4728,19.0536,19.0536,31.4956,14.131,9.9943,0.2626,9.1626,9.2148,2.6126,4.478,0.5685,-0.5298
Egan-Jones Ratings Company,AMERICAN STATES WATER COMPANY,AA-,19-09-2014,1056903,1,4941,Utils,AWR,1.899,0.3984,0.675,79.3718,25.223,25.223,33.901,20.8587,13.2021,0.3603,12.7306,12.7595,4.7845,7.6588,0.8389,0.1121
Egan-Jones Ratings Company,AMERICAN STATES WATER COMPANY,AA-,01-12-2014,1056903,1,4941,Utils,AWR,1.899,0.3984,0.675,79.3718,25.223,25.223,33.901,20.8587,13.2021,0.3603,12.7306,12.7595,4.7845,7.6588,0.8389,0.1121
Egan-Jones Ratings Company,"AMERICAN WATER WORKS COMPANY,",BBB+,19-09-2014,1410636,1,4941,Utils,AWK,0.4628,0.5252,1.2426,100,32.9281,32.9281,47.065,21.1184,12.817,0.1908,7.8472,10.5397,2.4589,3.7257,-0.3729,-3.7775
Egan-Jones Ratings Company,AMERISOURCEBERGEN CORPORATION,AA-,09-01-2014,1140859,1,5122,Shops,ABC,0.9679,0.3758,0.6021,2.8511,1.0214,1.0214,1.2155,0.9373,0.4931,4.6493,21.2711,-41.8178,2.6082,13.2774,-1.7327,-2.074
Egan-Jones Ratings Company,AMERISOURCEBERGEN CORPORATION,AA-,28-01-2014,1140859,1,5122,Shops,ABC,0.9679,0.3758,0.6021,2.8511,1.0214,1.0214,1.2155,0.9373,0.4931,4.6493,21.2711,-41.8178,2.6082,13.2774,-1.7327,-2.074
Egan-Jones Ratings Company,AMERISOURCEBERGEN CORPORATION,AA-,08-05-2014,1140859,1,5122,Shops,ABC,0.9679,0.3758,0.6021,2.8511,1.0214,1.0214,1.2155,0.9373,0.4931,4.6493,21.2711,-41.8178,2.6082,13.2774,-1.7327,-2.074
Egan-Jones Ratings Company,AMERISOURCEBERGEN CORPORATION,AA-,28-07-2014,1140859,1,5122,Shops,ABC,0.9679,0.3758,0.6021,2.8511,1.0214,1.0214,1.2155,0.9373,0.4931,4.6493,21.2711,-41.8178,2.6082,13.2774,-1.7327,-2.074
Egan-Jones Ratings Company,AMERISOURCEBERGEN CORPORATION,AA-,14-11-2014,1140859,1,5122,Shops,ABC,0.9739,0.5049,1.0198,2.4943,0.6541,0.6541,0.8185,0.5602,0.2293,5.553,14.3991,-18.479,1.3086,7.129,2.873,2.6098
Egan-Jones Ratings Company,AMGEN INC.,BBB+,05-02-2014,318154,1,2836,Hlth,AMGN,3.4437,0.5728,1.454,82.084,31.4147,31.4147,38.3005,28.1913,27.206,0.2824,22.9951,-82.8334,7.6839,9.8242,0.7495,0.7453
Egan-Jones Ratings Company,AMGEN INC.,BBB+,05-05-2014,318154,1,2836,Hlth,AMGN,3.4437,0.5728,1.454,82.084,31.4147,31.4147,38.3005,28.1913,27.206,0.2824,22.9951,-82.8334,7.6839,9.8242,0.7495,0.7453
Egan-Jones Ratings Company,AMGEN INC.,BBB+,20-08-2014,318154,1,2836,Hlth,AMGN,3.4437,0.5728,1.454,82.084,31.4147,31.4147,38.3005,28.1913,27.206,0.2824,22.9951,-82.8334,7.6839,9.8242,0.7495,0.7453
Egan-Jones Ratings Company,"AMKOR TECHNOLOGY, INC",BB,10-03-2014,1047127,0,3674,BusEq,AMKR,1.6723,0.6985,2.3171,15.358,5.5332,5.5332,19.0913,1.9609,1.5154,0.9122,6.4041,6.4502,1.4115,1.9307,-0.2873,-0.8242
Egan-Jones Ratings Company,"AMKOR TECHNOLOGY, INC",BB,19-05-2014,1047127,0,3674,BusEq,AMKR,1.6723,0.6985,2.3171,15.358,5.5332,5.5332,19.0913,1.9609,1.5154,0.9122,6.4041,6.4502,1.4115,1.9307,-0.2873,-0.8242
Egan-Jones Ratings Company,"AMKOR TECHNOLOGY, INC",BB,07-08-2014,1047127,0,3674,BusEq,AMKR,1.6723,0.6985,2.3171,15.358,5.5332,5.5332,19.0913,1.9609,1.5154,0.9122,6.4041,6.4502,1.4115,1.9307,-0.2873,-0.8242
Egan-Jones Ratings Company,"AMKOR TECHNOLOGY, INC",BB+,07-11-2014,1047127,0,3674,BusEq,AMKR,1.6723,0.6985,2.3171,15.358,5.5332,5.5332,19.0913,1.9609,1.5154,0.9122,6.4041,6.4502,1.4115,1.9307,-0.2873,-0.8242
Egan-Jones Ratings Company,"ANALOG DEVICES, INC",A,14-03-2014,6281,1,3674,BusEq,ADI,9.5921,0.1554,0.184,64.2601,28.5939,28.5939,32.7864,30.9575,25.572,0.4127,14.2099,15.2135,10.5533,12.0012,0.245,0.2847
Egan-Jones Ratings Company,"ANALOG DEVICES, INC",A,09-06-2014,6281,1,3674,BusEq,ADI,9.5921,0.1554,0.184,64.2601,28.5939,28.5939,32.7864,30.9575,25.572,0.4127,14.2099,15.2135,10.5533,12.0012,0.245,0.2847
Egan-Jones Ratings Company,"ANALOG DEVICES, INC",A,09-09-2014,6281,1,3674,BusEq,ADI,9.5921,0.1554,0.184,64.2601,28.5939,28.5939,32.7864,30.9575,25.572,0.4127,14.2099,15.2135,10.5533,12.0012,0.245,0.2847
Egan-Jones Ratings Company,"ANALOG DEVICES, INC",A,18-12-2014,6281,1,3674,BusEq,ADI,5.376,0.155,0.1834,63.886,26.2668,26.2668,31.2225,25.4591,21.9675,0.4176,13.2269,25.749,9.1742,11.1766,-0.1645,-0.3321
Egan-Jones Ratings Company,ANHEUSER-BUSCH INBEV SA/NV,A,23-01-2014,1668717,1,2082,NoDur,BUD,0.7293,0.4273,0.8882,59.2684,32.6079,32.6079,39.5185,42.9078,33.3233,0.3049,29.8655,-37.5776,11.6598,17.1026,0.2525,-0.0392
Egan-Jones Ratings Company,ANHEUSER-BUSCH INBEV SA/NV,A+,31-03-2014,1668717,1,2082,NoDur,BUD,0.7293,0.4273,0.8882,59.2684,32.6079,32.6079,39.5185,42.9078,33.3233,0.3049,29.8655,-37.5776,11.6598,17.1026,0.2525,-0.0392
Egan-Jones Ratings Company,ANHEUSER-BUSCH INBEV SA/NV,A+,16-06-2014,1668717,1,2082,NoDur,BUD,0.7293,0.4273,0.8882,59.2684,32.6079,32.6079,39.5185,42.9078,33.3233,0.3049,29.8655,-37.5776,11.6598,17.1026,0.2525,-0.0392
Egan-Jones Ratings Company,ANHEUSER-BUSCH INBEV SA/NV,A+,13-08-2014,1668717,1,2082,NoDur,BUD,0.7293,0.4273,0.8882,59.2684,32.6079,32.6079,39.5185,42.9078,33.3233,0.3049,29.8655,-37.5776,11.6598,17.1026,0.2525,-0.0392
Egan-Jones Ratings Company,APACHE CORPORATION,A-,07-01-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,APACHE CORPORATION,A-,05-03-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,APACHE CORPORATION,A,11-06-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,APACHE CORPORATION,BBB+,22-07-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,APACHE CORPORATION,BBB+,11-09-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,APACHE CORPORATION,BBB+,12-12-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,APACHE CORPORATION,BBB+,19-12-2014,6769,1,1311,Enrgy,APA,1.3545,0.2146,0.2748,98.0053,27.0675,27.0675,67.6964,27.0675,15.1545,0.2342,5.5943,5.8194,3.2124,4.3937,2.4747,3.8296
Egan-Jones Ratings Company,ARCHER-DANIELS-MIDLAND COMPANY,A-,14-02-2014,7084,1,2070,NoDur,ADM,1.8221,0.2093,0.3402,4.3305,2.3718,2.3718,3.384,2.2538,1.4944,2.0526,6.705,6.8966,3.0947,5.3013,4.3597,4.0703
Egan-Jones Ratings Company,ARCHER-DANIELS-MIDLAND COMPANY,A-,27-05-2014,7084,1,2070,NoDur,ADM,1.8221,0.2093,0.3402,4.3305,2.3718,2.3718,3.384,2.2538,1.4944,2.0526,6.705,6.8966,3.0947,5.3013,4.3597,4.0703
Egan-Jones Ratings Company,ARCHER-DANIELS-MIDLAND COMPANY,A,21-08-2014,7084,1,2070,NoDur,ADM,1.8221,0.2093,0.3402,4.3305,2.3718,2.3718,3.384,2.2538,1.4944,2.0526,6.705,6.8966,3.0947,5.3013,4.3597,4.0703
Egan-Jones Ratings Company,ARCHER-DANIELS-MIDLAND COMPANY,A,03-12-2014,7084,1,2070,NoDur,ADM,1.8221,0.2093,0.3402,4.3305,2.3718,2.3718,3.384,2.2538,1.4944,2.0526,6.705,6.8966,3.0947,5.3013,4.3597,4.0703
Egan-Jones Ratings Company,"ARROW ELECTRONICS, INC",BBB,21-04-2014,7536,1,5065,Shops,ARW,1.6194,0.3472,0.5377,13.0678,3.2471,3.2471,4.0341,2.7261,1.8702,1.7708,9.5554,23.2558,3.3155,6.2374,-1.7311,-1.8408
Egan-Jones Ratings Company,"ARROW ELECTRONICS, INC",BBB,29-05-2014,7536,1,5065,Shops,ARW,1.6194,0.3472,0.5377,13.0678,3.2471,3.2471,4.0341,2.7261,1.8702,1.7708,9.5554,23.2558,3.3155,6.2374,-1.7311,-1.8408
Egan-Jones Ratings Company,"ARROW ELECTRONICS, INC",BBB,03-09-2014,7536,1,5065,Shops,ARW,1.6194,0.3472,0.5377,13.0678,3.2471,3.2471,4.0341,2.7261,1.8702,1.7708,9.5554,23.2558,3.3155,6.2374,-1.7311,-1.8408
Egan-Jones Ratings Company,"ARROW ELECTRONICS, INC",BBB,18-11-2014,7536,1,5065,Shops,ARW,1.6194,0.3472,0.5377,13.0678,3.2471,3.2471,4.0341,2.7261,1.8702,1.7708,9.5554,23.2558,3.3155,6.2374,-1.7311,-1.8408
Egan-Jones Ratings Company,"ASBURY AUTOMOTIVE GROUP, INC",BBB-,21-03-2014,1144980,1,5500,Shops,ABG,1.2649,0.5339,2.539,16.4548,4.0049,4.0049,4.6921,2.8717,1.7709,2.7939,20.6802,22.2489,5.0138,9.639,4.9012,1.3658
Egan-Jones Ratings Company,"ASBURY AUTOMOTIVE GROUP, INC",BBB-,01-05-2014,1144980,1,5500,Shops,ABG,1.2649,0.5339,2.539,16.4548,4.0049,4.0049,4.6921,2.8717,1.7709,2.7939,20.6802,22.2489,5.0138,9.639,4.9012,1.3658
Egan-Jones Ratings Company,"ASBURY AUTOMOTIVE GROUP, INC",BBB-,29-07-2014,1144980,1,5500,Shops,ABG,1.2649,0.5339,2.539,16.4548,4.0049,4.0049,4.6921,2.8717,1.7709,2.7939,20.6802,22.2489,5.0138,9.639,4.9012,1.3658
Egan-Jones Ratings Company,"ASBURY AUTOMOTIVE GROUP, INC",BBB-,30-10-2014,1144980,1,5500,Shops,ABG,1.2649,0.5339,2.539,16.4548,4.0049,4.0049,4.6921,2.8717,1.7709,2.7939,20.6802,22.2489,5.0138,9.639,4.9012,1.3658
Moody's Investors Service,ASML Holding N.V.,BBB+,21-11-2014,937966,1,3559,Manuf,ASML,2.4491,0.1339,0.1552,41.5086,19.9787,19.9787,24.3402,19.5122,19.3599,0.4556,14.6696,24.5513,8.8198,12.7054,1.1116,0.9833
Egan-Jones Ratings Company,ATMOS ENERGY CORPORATION,BBB+,02-01-2014,731802,1,4924,Utils,ATO,0.692,0.4876,1.0943,36.4357,12.9502,12.9502,19.0637,9.6323,6.2752,0.4884,8.9404,12.5444,2.9076,4.5809,0.2479,0.7406
Egan-Jones Ratings Company,ATMOS ENERGY CORPORATION,BBB+,20-02-2014,731802,1,4924,Utils,ATO,0.692,0.4876,1.0943,36.4357,12.9502,12.9502,19.0637,9.6323,6.2752,0.4884,8.9404,12.5444,2.9076,4.5809,0.2479,0.7406
Egan-Jones Ratings Company,ATMOS ENERGY CORPORATION,BBB+,06-06-2014,731802,1,4924,Utils,ATO,0.692,0.4876,1.0943,36.4357,12.9502,12.9502,19.0637,9.6323,6.2752,0.4884,8.9404,12.5444,2.9076,4.5809,0.2479,0.7406
Egan-Jones Ratings Company,ATMOS ENERGY CORPORATION,BBB+,26-08-2014,731802,1,4924,Utils,ATO,0.692,0.4876,1.0943,36.4357,12.9502,12.9502,19.0637,9.6323,6.2752,0.4884,8.9404,12.5444,2.9076,4.5809,0.2479,0.7406
